  0.00000E+00  0.32132E-03 -0.00000E+00  0.21710E-01 -0.00000E+00  0.13257E-01 -0.00000E+00 -0.20590E+01 -0.00000E+00
  0.50000E-01  0.32260E-03 -0.00000E+00  0.19563E-01 -0.00000E+00  0.12561E-01 -0.00000E+00 -0.20265E+01 -0.00000E+00
  0.10000E+00  0.27224E-03 -0.00000E+00  0.13738E-01 -0.00000E+00  0.10598E-01 -0.00000E+00 -0.19319E+01 -0.00000E+00
  0.15000E+00  0.33201E-04 -0.00000E+00  0.59269E-02 -0.00000E+00  0.77084E-02 -0.00000E+00 -0.17829E+01 -0.00000E+00
  0.20000E+00 -0.54804E-03 -0.00000E+00 -0.15526E-02 -0.00000E+00  0.43583E-02 -0.00000E+00 -0.15918E+01 -0.00000E+00
  0.25000E+00 -0.15480E-02 -0.00000E+00 -0.63701E-02 -0.00000E+00  0.10227E-02 -0.00000E+00 -0.13739E+01 -0.00000E+00
  0.30000E+00 -0.29086E-02 -0.00000E+00 -0.68021E-02 -0.00000E+00 -0.19615E-02 -0.00000E+00 -0.11458E+01 -0.00000E+00
  0.35000E+00 -0.43945E-02 -0.00000E+00 -0.22043E-02 -0.00000E+00 -0.44729E-02 -0.00000E+00 -0.92365E+00 -0.00000E+00
  0.40000E+00 -0.56392E-02 -0.00000E+00  0.68066E-02 -0.00000E+00 -0.66695E-02 -0.00000E+00 -0.72160E+00 -0.00000E+00
  0.45000E+00 -0.62220E-02 -0.00000E+00  0.18464E-01 -0.00000E+00 -0.89486E-02 -0.00000E+00 -0.55032E+00 -0.00000E+00
  0.50000E+00 -0.57971E-02 -0.00000E+00  0.30269E-01 -0.00000E+00 -0.11868E-01 -0.00000E+00 -0.41612E+00 -0.00000E+00
  0.55000E+00 -0.42138E-02  0.57786E-02  0.39568E-01  0.72239E-01 -0.16015E-01 -0.61449E-02 -0.32065E+00 -0.00000E+00
  0.60000E+00 -0.15982E-02  0.31351E-02  0.44161E-01  0.60648E-01 -0.21859E-01 -0.17078E-01 -0.26128E+00 -0.00000E+00
  0.65000E+00  0.16320E-02  0.27888E-02  0.42782E-01  0.39299E-01 -0.29630E-01 -0.28731E-01 -0.23200E+00 -0.00000E+00
  0.70000E+00  0.48314E-02  0.47497E-02  0.35340E-01  0.28227E-01 -0.39250E-01 -0.36778E-01 -0.22475E+00 -0.20689E+00
  0.75000E+00  0.72687E-02  0.63126E-02  0.22897E-01  0.11058E-01 -0.50309E-01 -0.45801E-01 -0.23090E+00 -0.19215E+00
  0.80000E+00  0.82805E-02  0.43182E-02  0.73357E-02  0.71817E-02 -0.62153E-01 -0.52293E-01 -0.24264E+00 -0.24479E+00
  0.85000E+00  0.74326E-02 -0.79306E-04 -0.90876E-02 -0.14398E-01 -0.73984E-01 -0.67673E-01 -0.25402E+00 -0.29362E+00
  0.90000E+00  0.46304E-02 -0.39040E-02 -0.24254E-01 -0.20446E-01 -0.85011E-01 -0.75272E-01 -0.26150E+00 -0.28597E+00
  0.95000E+00  0.12082E-03 -0.82307E-02 -0.36615E-01 -0.28926E-01 -0.94594E-01 -0.83440E-01 -0.26400E+00 -0.24278E+00
  0.10000E+01 -0.55866E-02 -0.12211E-01 -0.45435E-01 -0.40920E-01 -0.10235E+00 -0.91658E-01 -0.26238E+00 -0.22026E+00
  0.10500E+01 -0.11903E-01 -0.16910E-01 -0.50807E-01 -0.48414E-01 -0.10822E+00 -0.99934E-01 -0.25865E+00 -0.23935E+00
  0.11000E+01 -0.18346E-01 -0.22830E-01 -0.53481E-01 -0.51650E-01 -0.11243E+00 -0.10486E+00 -0.25506E+00 -0.26916E+00
  0.11500E+01 -0.24766E-01 -0.30921E-01 -0.54542E-01 -0.57085E-01 -0.11547E+00 -0.10992E+00 -0.25325E+00 -0.27348E+00
  0.12000E+01 -0.31456E-01 -0.39270E-01 -0.55069E-01 -0.59295E-01 -0.11798E+00 -0.11619E+00 -0.25375E+00 -0.25401E+00
  0.12500E+01 -0.39222E-01 -0.51179E-01 -0.55840E-01 -0.59577E-01 -0.12063E+00 -0.11936E+00 -0.25583E+00 -0.24350E+00
  0.13000E+01 -0.49281E-01 -0.65133E-01 -0.57178E-01 -0.59043E-01 -0.12401E+00 -0.12686E+00 -0.25770E+00 -0.25957E+00
  0.13500E+01 -0.63060E-01 -0.82274E-01 -0.58946E-01 -0.62920E-01 -0.12860E+00 -0.13291E+00 -0.25705E+00 -0.28142E+00
  0.14000E+01 -0.81968E-01 -0.10168E+00 -0.60675E-01 -0.62142E-01 -0.13470E+00 -0.14071E+00 -0.25163E+00 -0.27733E+00
  0.14500E+01 -0.10708E+00 -0.12584E+00 -0.61783E-01 -0.63679E-01 -0.14240E+00 -0.14844E+00 -0.23986E+00 -0.24375E+00
  0.15000E+01 -0.13889E+00 -0.15336E+00 -0.61784E-01 -0.61807E-01 -0.15166E+00 -0.15710E+00 -0.22123E+00 -0.20675E+00
  0.15500E+01 -0.17719E+00 -0.18622E+00 -0.60449E-01 -0.60020E-01 -0.16225E+00 -0.16474E+00 -0.19633E+00 -0.18955E+00
  0.16000E+01 -0.22095E+00 -0.22189E+00 -0.57869E-01 -0.57990E-01 -0.17384E+00 -0.17401E+00 -0.16674E+00 -0.18433E+00
  0.16500E+01 -0.26847E+00 -0.26124E+00 -0.54400E-01 -0.56079E-01 -0.18596E+00 -0.18453E+00 -0.13462E+00 -0.16304E+00
  0.17000E+01 -0.31747E+00 -0.30547E+00 -0.50539E-01 -0.52349E-01 -0.19807E+00 -0.19633E+00 -0.10220E+00 -0.11523E+00
