  0.00000E+00  0.13145E-01 -0.00000E+00  0.20840E-01 -0.00000E+00  0.32364E-01 -0.00000E+00
  0.50000E-01  0.11696E-01 -0.00000E+00  0.18783E-01 -0.00000E+00  0.29331E-01 -0.00000E+00
  0.10000E+00  0.77326E-02 -0.00000E+00  0.13203E-01 -0.00000E+00  0.21039E-01 -0.00000E+00
  0.15000E+00  0.23057E-02 -0.00000E+00  0.57105E-02 -0.00000E+00  0.97054E-02 -0.00000E+00
  0.20000E+00 -0.31528E-02 -0.00000E+00 -0.14775E-02 -0.00000E+00 -0.15941E-02 -0.00000E+00
  0.25000E+00 -0.72122E-02 -0.00000E+00 -0.61218E-02 -0.00000E+00 -0.96929E-02 -0.00000E+00
  0.30000E+00 -0.88246E-02 -0.00000E+00 -0.65474E-02 -0.00000E+00 -0.12113E-01 -0.00000E+00
  0.35000E+00 -0.75999E-02 -0.00000E+00 -0.20974E-02 -0.00000E+00 -0.76776E-02 -0.00000E+00
  0.40000E+00 -0.38929E-02 -0.00000E+00  0.66851E-02 -0.00000E+00  0.32293E-02 -0.00000E+00
  0.45000E+00  0.12952E-02 -0.00000E+00  0.18148E-01 -0.00000E+00  0.18749E-01 -0.00000E+00
  0.50000E+00  0.65943E-02 -0.00000E+00  0.29910E-01 -0.00000E+00  0.36013E-01 -0.00000E+00
  0.55000E+00  0.10624E-01 -0.33326E-02  0.39406E-01  0.78248E-01  0.51822E-01  0.92883E-01
  0.60000E+00  0.12341E-01  0.21612E-01  0.44456E-01  0.65268E-01  0.63358E-01  0.81707E-01
  0.65000E+00  0.11284E-01  0.16929E-01  0.43738E-01  0.41442E-01  0.68786E-01  0.69530E-01
  0.70000E+00  0.76491E-02  0.83382E-02  0.37032E-01  0.29848E-01  0.67567E-01  0.63356E-01
  0.75000E+00  0.22044E-02  0.12663E-01  0.25231E-01  0.13598E-01  0.60481E-01  0.57134E-01
  0.80000E+00 -0.39561E-02  0.16082E-01  0.10056E-01  0.88937E-02  0.49292E-01  0.49915E-01
  0.85000E+00 -0.97027E-02 -0.12893E-02 -0.63521E-02 -0.16060E-01  0.36268E-01  0.28773E-01
  0.90000E+00 -0.14151E-01 -0.34272E-01 -0.21900E-01 -0.24608E-01  0.23622E-01  0.14961E-01
  0.95000E+00 -0.16847E-01 -0.56007E-01 -0.34969E-01 -0.31322E-01  0.13019E-01  0.66328E-02
  0.10000E+01 -0.17815E-01 -0.43759E-01 -0.44669E-01 -0.38632E-01  0.53058E-02  0.56734E-02
  0.10500E+01 -0.17467E-01 -0.89043E-02 -0.50889E-01 -0.43346E-01  0.46307E-03  0.66329E-02
  0.11000E+01 -0.16420E-01  0.16656E-01 -0.54181E-01 -0.48207E-01 -0.22137E-02  0.63923E-02
  0.11500E+01 -0.15277E-01  0.13393E-01 -0.55488E-01 -0.56978E-01 -0.37903E-02  0.36648E-03
  0.12000E+01 -0.14446E-01 -0.60551E-02 -0.55844E-01 -0.59937E-01 -0.53298E-02 -0.81671E-02
  0.12500E+01 -0.14040E-01 -0.22098E-01 -0.56093E-01 -0.57809E-01 -0.75901E-02 -0.10835E-01
  0.13000E+01 -0.13890E-01 -0.24305E-01 -0.56712E-01 -0.55095E-01 -0.10861E-01 -0.15428E-01
  0.13500E+01 -0.13652E-01 -0.22405E-01 -0.57776E-01 -0.59591E-01 -0.14957E-01 -0.18921E-01
  0.14000E+01 -0.12966E-01 -0.22869E-01 -0.59024E-01 -0.60689E-01 -0.19358E-01 -0.24693E-01
  0.14500E+01 -0.11612E-01 -0.21708E-01 -0.60018E-01 -0.62106E-01 -0.23421E-01 -0.27618E-01
  0.15000E+01 -0.96141E-02 -0.77886E-02 -0.60317E-01 -0.57813E-01 -0.26600E-01 -0.26251E-01
  0.15500E+01 -0.72539E-02  0.11851E-01 -0.59624E-01 -0.54499E-01 -0.28602E-01 -0.20960E-01
  0.16000E+01 -0.50014E-02  0.21155E-01 -0.57861E-01 -0.54271E-01 -0.29444E-01 -0.19472E-01
  0.16500E+01 -0.33773E-02  0.88081E-02 -0.55167E-01 -0.55809E-01 -0.29402E-01 -0.23441E-01
  0.17000E+01 -0.27948E-02 -0.13865E-01 -0.51826E-01 -0.53426E-01 -0.28879E-01 -0.29381E-01
  0.17500E+01 -0.34297E-02 -0.23819E-01 -0.48165E-01 -0.50065E-01 -0.28253E-01 -0.33590E-01
  0.18000E+01 -0.51552E-02 -0.13383E-01 -0.44451E-01 -0.46620E-01 -0.27745E-01 -0.31252E-01
  0.18500E+01 -0.75604E-02  0.44462E-03 -0.40830E-01 -0.44798E-01 -0.27352E-01 -0.30305E-01
  0.19000E+01 -0.10047E-01 -0.26642E-02 -0.37305E-01 -0.41666E-01 -0.26867E-01 -0.29727E-01
  0.19500E+01 -0.11972E-01 -0.25066E-01 -0.33778E-01 -0.34101E-01 -0.25959E-01 -0.30142E-01
  0.20000E+01 -0.12798E-01 -0.44066E-01 -0.30115E-01 -0.29099E-01 -0.24299E-01 -0.29660E-01
  0.20500E+01 -0.12214E-01 -0.41169E-01 -0.26219E-01 -0.24504E-01 -0.21676E-01 -0.27639E-01
  0.21000E+01 -0.10186E-01 -0.15058E-01 -0.22080E-01 -0.23266E-01 -0.18076E-01 -0.19437E-01
  0.21500E+01 -0.69497E-02  0.78916E-02 -0.17802E-01 -0.21217E-01 -0.13698E-01 -0.11896E-01
  0.22000E+01 -0.29330E-02  0.12286E-01 -0.13576E-01 -0.16216E-01 -0.89087E-02 -0.53315E-02
  0.22500E+01  0.13559E-02  0.24716E-02 -0.96340E-02 -0.90474E-02 -0.41460E-02 -0.24290E-02
  0.23000E+01  0.54389E-02 -0.36686E-02 -0.61874E-02 -0.23467E-02  0.18575E-03  0.15777E-02
  0.23500E+01  0.89568E-02  0.49251E-02 -0.33751E-02 -0.36339E-02  0.38056E-02  0.49651E-02
  0.24000E+01  0.11714E-01  0.21295E-01 -0.12352E-02 -0.42548E-02  0.66048E-02  0.80878E-02
  0.24500E+01  0.13676E-01  0.31689E-01  0.29230E-03 -0.36796E-03  0.86442E-02  0.11054E-01
  0.25000E+01  0.14931E-01  0.28442E-01  0.13345E-02  0.30810E-02  0.10105E-01  0.14018E-01
  0.25500E+01  0.15630E-01  0.18734E-01  0.20435E-02  0.56847E-02  0.11215E-01  0.13146E-01
  0.26000E+01  0.15933E-01  0.15321E-01  0.25508E-02  0.27053E-02  0.12176E-01  0.15354E-01
  0.26500E+01  0.15968E-01  0.17717E-01  0.29373E-02  0.35739E-02  0.13106E-01  0.14895E-01
  0.27000E+01  0.15816E-01  0.19847E-01  0.32255E-02  0.37762E-02  0.14020E-01  0.17667E-01
  0.27500E+01  0.15519E-01  0.17034E-01  0.33929E-02  0.87712E-02  0.14843E-01  0.17868E-01
  0.28000E+01  0.15098E-01  0.12805E-01  0.34012E-02  0.10661E-01  0.15457E-01  0.17219E-01
  0.28500E+01  0.14577E-01  0.12575E-01  0.32289E-02  0.71742E-02  0.15747E-01  0.18145E-01
  0.29000E+01  0.13990E-01  0.16468E-01  0.28952E-02 -0.80798E-03  0.15647E-01  0.19810E-01
  0.29500E+01  0.13387E-01  0.21613E-01  0.24699E-02 -0.43859E-02  0.15168E-01  0.15608E-01
  0.30000E+01  0.12816E-01  0.20345E-01  0.20627E-02 -0.63897E-02  0.14388E-01  0.13204E-01
  0.30500E+01  0.12304E-01  0.12628E-01  0.17997E-02 -0.36485E-02  0.13434E-01  0.92350E-02
  0.31000E+01  0.11845E-01  0.57732E-02  0.17930E-02  0.30622E-02  0.12443E-01  0.10547E-01
  0.31500E+01  0.11396E-01  0.42209E-02  0.21128E-02  0.61708E-03  0.11525E-01  0.92389E-02
  0.32000E+01  0.10883E-01  0.90159E-02  0.27723E-02 -0.39339E-02  0.10740E-01  0.98501E-02
  0.32500E+01  0.10222E-01  0.14650E-01  0.37262E-02 -0.72748E-02  0.10086E-01  0.10339E-01
  0.33000E+01  0.93484E-02  0.19072E-01  0.48854E-02 -0.65328E-02  0.95162E-02  0.93448E-02
  0.33500E+01  0.82347E-02  0.17455E-01  0.61399E-02 -0.15083E-02  0.89587E-02  0.90445E-02
  0.34000E+01  0.69067E-02  0.10941E-01  0.73846E-02  0.62188E-02  0.83459E-02  0.94905E-02
  0.34500E+01  0.54378E-02  0.78853E-03  0.85402E-02  0.12547E-01  0.76363E-02  0.94169E-02
  0.35000E+01  0.39341E-02 -0.69391E-02  0.95639E-02  0.16898E-01  0.68267E-02  0.83161E-02
  0.35500E+01  0.25082E-02 -0.98894E-02  0.10448E-01  0.18187E-01  0.59500E-02  0.97631E-02
